"Transaction level modeling in practice: Motivation and introduction","Stehr, G.; Eckmu&#x0308;ller, J.","Infineon Technol. AG, Munich, Germany","Computer-Aided Design (ICCAD), 2010 IEEE/ACM International Conference on","7-11 Nov. 2010","2010","","","324","331","Electronic System Level design has gained momentum in recent years and has found its way into industrial main stream. Using mobile phone platforms we identify historic and upcoming trends in system design. Virtual prototyping has become our main tool to attack the resulting design challenges. This methodology has direct implications on development flow and team setup. We explain basic concepts of transaction level modeling and highlight selected facets of our modeling practice. This is the introductory contribution to the tutorial System Level Design-An Industrial Perspective. A number of topics which are just touched in this paper are elaborated in dedicated focus contributions. The respective references are particularly emphasized by the triangle symbol.","1092-3152","978-1-4244-8193-4","","10.1109/ICCAD.2010.5654095","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5654095","","Computer architecture;Hardware;Mobile handsets;Modems;Protocols;Software;Synchronization","network synthesis;virtual prototyping","electronic system level design;industrial main stream;mobile phone platforms;system design;transaction level modeling;virtual prototyping","","","","2","","17","","","20101203","","IEEE","","IEEE Conference Publications"
"System-level development and verification framework for high-performance system accelerator","Chen-Chieh Wang; Ro-Pun Wong; Jing-Wun Lin; Chung-Ho Chen","Inst. of Comput. & Commun. Eng., Nat. Cheng Kung Univ., Tainan, Taiwan","VLSI Design, Automation and Test, 2009. VLSI-DAT '09. International Symposium on","28-30 April 2009","2009","","","359","362","In this paper, we propose a framework to develop high-performance system accelerator at system-level. This framework is designed by integrating a virtual machine, an electronic system level platform, and an enhanced QEMU-SystemC. The enhancement includes a local master interface for fast memory transfer, and an interrupt handling hardware for software/hardware communication support that enables full system simulation. We have also developed a network virtual interface for our system to co-work with the real world network environment. Finally, the MD5 algorithm offload and the network offload engine are used as examples to demonstrate the proposed framework system for full system simulation.","","978-1-4244-2781-9","978-1-4244-2782-6","10.1109/VDAT.2009.5158169","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5158169","","Acceleration;Application software;Central Processing Unit;Communication system software;Engines;Hardware;Microprocessors;Operating systems;System-on-a-chip;Virtual machining","logic design;network interfaces;virtual machines","MD5 algorithm;QEMU-SystemC;electronic system level platform;high-performance system accelerator;software/hardware communication;verification framework;virtual machine","","","","3","","13","","","20090707","","IEEE","","IEEE Conference Publications"
"Optimizing SoC platform architecture for multimedia applications","Tang Lei; Yang Yanhui; Wei Shaojun","Datang Microelectron. Technol. Co., Ltd., Beijing","ASIC, 2005. ASICON 2005. 6th International Conference On","24-0 Oct. 2005","2005","1","","94","97","As system-on-chip (SoC) will soon become the whole world electronic production mainstream in the near future, Datang Microelectronics Technology Co., LTD., Beijing, China, is now focusing on SoC platform based hardware designs and software applications as a pioneer. In this paper, a typical research case is described on how to optimizing a SoC architecture for multimedia applications. ConvergenSC, one of CoWare Corporation's electronic system level design tool, helped us greatly on structuring a series virtual SoC architectures, and then quickly getting all kinds of performance analysis results according to the corresponding virtual SoC architecture. With its aids, we easily got our best design result","","0-7803-9210-8","","10.1109/ICASIC.2005.1611247","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1611247","","Application software;Assembly;Computer architecture;Displays;Hardware;Microelectronics;Multimedia systems;Optimized production technology;Performance analysis;Software design","computer architecture;multimedia computing;system-on-chip","ConvergenSC;Datang Microelectronics Technology Co;SoC platform architecture;electronic system level design tool;multimedia applications;system-on-chip;virtual SoC architectures","","","","0","","","","","20060403","","IEEE","","IEEE Conference Publications"
"Data extraction from SystemC designs using debug symbols and the SystemC API","Stoppe, J.; Wille, R.; Drechsler, R.","Inst. of Comput. Sci., Univ. of Bremen, Bremen, Germany","VLSI (ISVLSI), 2013 IEEE Computer Society Annual Symposium on","5-7 Aug. 2013","2013","","","26","31","Due to the ever increasing complexity of hardware and hardware/software co-designs, developers strive for higher levels of abstractions in the early stages of the design flow. To address these demands, design at the Electronic System Level (ESL) has been introduced. SystemC currently is the “defacto standard” for ESL design. The extraction of data from system designs written in SystemC is thereby crucial e.g. for the proper understanding of a given system. However, no satisfactory support of reflection/introspection of SystemC has been provided yet. Previously proposed methods for this purpose either focus on static aspects only, restrict the language means of SystemC, or rely on modifications of the compiler and/or parser. In this work, we present an approach that overcomes these limitations. A methodology is introduced which enables full extraction of the desired information from a given SystemC design without changing the SystemC library or the compiler. For this purpose, debug symbols generated by the compiler and SystemC API calls are exploited. The proposed system retrieves both, static and dynamic information. A comparison to previously proposed solutions shows the benefits of the proposed method, while its application is illustrated by means of a visualization engine.","2159-3469","","","10.1109/ISVLSI.2013.6654618","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6654618","","Adders;Data mining;Hardware;Information retrieval;Libraries;Software systems;Standards","C language;application program interfaces;hardware-software codesign;program debugging","ESL;SystemC API;SystemC design;compiler;data extraction;debug symbol;electronic system level;hardware-software codesign;static aspect;visualization engine","","","","0","","","","","20131107","","IEEE","","IEEE Conference Publications"
"Race logic synthesis for a multithreaded HDL/ESL simulator for SoC designs","Chan, T.","Dynetix Design Solutions Inc., Dublin, CA, USA","Circuits and Systems (APCCAS), 2010 IEEE Asia Pacific Conference on","6-9 Dec. 2010","2010","","","1179","1182","This paper describes a set of state-of-the-art race logic synthesis technologies for multithreaded/multi-core HDL (hardware description language) and ESL (electronic system level) simulators, such as V2Sim™ [1]. The new technologies aid V2Sim™ to automatically eliminate race logic in large-scale System-on-Chip (SoC) circuits [2.3], so that V2Sim™ multithreaded simulation results will be the same as that of 1-CPU simulation. Furthermore, the technologies do not require SoC designers to audit and fix their SoC circuits manually to eliminate race logic in their designs; and the technologies can further speedup V2sim™ simulation performance by reducing the SoC logic that V2sim™ needs to process in simulation. With the new technologies, V2sim™ can be readily used by SoC designers to significantly reduce their SoC development time and costs, and time to market.","","978-1-4244-7454-7","","10.1109/APCCAS.2010.5774986","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5774986","HDL/ESL simulator;Race logic;SoC;logic synthesis;multi-CPU;multi-core;multithreaded;system-on-chip","Databases;Hardware design languages;IEEE standards;Integrated circuit modeling;Semiconductor process modeling;Simulation;System-on-a-chip","hardware description languages;logic design;system-on-chip","1-CPU simulation;SoC designs;V2Sim;electronic system level;hardware description language;multithreaded HDL/ESL simulator;race logic synthesis;system-on-chip","","","","1","","8","","","20110527","","IEEE","","IEEE Conference Publications"
"ESL design and multi-core validation using the System-on-Chip Environment","Weiwei Chen; Xu Han; Domer, R.","Center for Embedded Comput. Syst., Univ. of California, Irvine, CA, USA","High Level Design Validation and Test Workshop (HLDVT), 2010 IEEE International","10-12 June 2010","2010","","","142","147","Design at the Electronic System-Level (ESL) tackles the increasing complexity of embedded systems by raising the level of abstraction in system specification and modeling. Aiming at an automated top-down synthesis flow, effective ESL design frameworks are needed in transforming and refining the highlevel design models until a satisfactory multi-processor system-on-chip (MPSoC) implementation is reached. In this paper, we provide an overview of the System-on-Chip Environment (SCE), a SpecC-based ESL framework for heterogeneous MPSoC design. Our SCE framework has been shown effective for its designer-controlled top-down refinement-based design methodology. After reviewing the SCE design flow, this paper highlights our recent extension of the SCE simulation engine to support multi-core parallel simulation for fast validation of large MPSoC designs. We demonstrate the benefits of the parallel simulation using a case study on a H.264 video decoder application.","1552-6674","978-1-4244-7805-7","","10.1109/HLDVT.2010.5496646","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5496646","","Application software;Application specific processors;Computational modeling;Computer architecture;Design methodology;Embedded computing;Embedded system;Engines;Hardware;System-on-a-chip","embedded systems;system-on-chip;video coding","H.264 video decoder application;SCE simulation engine;SpecC-based ESL framework;automated top-down synthesis flow;designer-controlled top-down refinement-based design methodology;electronic system-level design;embedded systems;heterogeneous MPSoC design;multicore parallel simulation;multicore validation;multiprocessor system-on-chip implementation;system specification;system-on-chip environment","","","","1","","21","","","20100628","","IEEE","","IEEE Conference Publications"
"System-level design exploration for 3-D stacked memory architectures","Chi-Hung Lin; Wen-Tsan Hsieh; Hsien-Ching Hsieh; Chun-Nan Liu; Jen-Chieh Yeh","Inf. & Commun. Res. Labs., Ind. Technol. Res. Inst., Hsinchu, Taiwan","Hardware/Software Codesign and System Synthesis (CODES+ISSS), 2011 Proceedings of the 9th International Conference on","9-14 Oct. 2011","2011","","","389","389","Summary form only given. Traditional technology scaling of semiconductor chips followed Moore's Law. However, the transistor performance improvement will be limited, and designer will not see doubling of frequency every two years. Recently, three-dimension integrated circuits (3D IC) that employ the vertically through-silicon vias (TSVs) for connecting each of dies have been proposed. It is an alternative solution to existent Package-on-Package (PoP) and System-in-Package (SiP) processes. There are many benefits by using TSV-based 3-D integration technologies: (1) more functionality can be integrated into a small silicon space for form factor reduction, (2) circuit delay can be improved by using TSVs due to the shorter interconnect and reduced parasitic capacitance/inductance, (3) different components with incompatible manufacturing process (i.e. Logic, DRAM, Flash, etc) can be combined in single 3-D IC for heterogeneous integration. In addition, there are many 3-D multi-core or many-core architectures are discussed recently. Comparing with traditional two-dimension multi-core or many-core architectures, the major difference is memory bandwidth problem can be addressed by stacked memory architecture. Intel has good demonstration through the teraflops microprocessor chip which is an 80-core design with memory-on-logic architecture. And, each core connects to a 256KB SRAM with 12GB/s bandwidth. Although 3-D stacking technology can bring us many benefits for next generation integrated circuits, it comes with many problems and challenges in system-level design. For instance, 3-D IC designs will deal with serious challenges in design space exploration and system validation. For most designs, the number of TSV will be the most critical limitation that should be considered carefully. Besides, system design by 3-D IC will become more and more complex, and it needs a full system-level solution to face the performance, number of TSV, and power issues of 3D-IC. Furthermore, i- - t is more challenge to provide a FPGA-based prototyping system for early-stage software development. In general, the continue increasing complexity of modern SoC or embedded system design is also extreme. To achieve the required design productivity for the time-to-market pressure, a common accepted solution is using electronic system-level (ESL) design methodology to design the system in the different design abstraction level. One of the key technologies of ESL solution is to construct the HW/SW co-simulation platform by using the virtual prototyping concept. Moreover, designers need a multiphase of virtual platform construction to meet the different targets of design stage, such as early system validation and architecture exploration. In this work, we create a simulation framework by using ESL methodology to explore 3-D IC system that consists of multi-core processors with extended stacking memory. To demonstrate our 3-D IC design techniques, the stacking memory approach is employed in our “3D-PAC (Parallel Architecture Core)” design. In 3D-PAC, we stack SRAM directly on top of the logic die which is heterogeneous multi-core computing platform for multimedia application purpose. The logic die is mainly consists of a general-purpose microprocessor, dual programmable digital signal processor (DSP) cores, AXI/AHB/APB subsystems, and various peripherals. Furthermore, we had the corresponding virtual platform (PAC Duo virtual platform) which had been used for early architecture exploration, power estimation and HW/SW co-simulation. The difference with PAC Duo design, the target of 3D-PAC is to provide a three-dimensional SoC (3-D SoC) design exporation for media-rich and multi-function portable devices. Although using the stacking memory approach with TSV technology can increase the capacity and performance of memory system significantly, but the placement and organization of the memory system are the nother important design issues. In this work, we us","","978-1-4503-0715-4","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6062315","3-D IC;Design Exploration;ESL","Integrated circuit modeling;Multicore processing;Random access memory;Stacking;Through-silicon vias","embedded systems;hardware-software codesign;integrated circuit design;semiconductor storage;three-dimensional printing","3D multicore embedded system;3D stacked memory architectures;3D-PAC design;ESL design methodology;TSV;electronic system level design exploration;parallel architecture core;stacking memory;technology scaling;three dimension integrated circuits;virtual platform","","","","0","","","","","20111027","","IEEE","","IEEE Conference Publications"
"Coroutine-Based Synthesis of Efficient Embedded Software From SystemC Models","Weichen Liu; Jiang Xu; Muppala, J.K.; Wei Zhang; Xiaowen Wu; Yaoyao Ye","Hong Kong Univ. of Sci. & Technol., Hong Kong, China","Embedded Systems Letters, IEEE","March 2011","2011","3","1","46","49","SystemC is a widely used electronic system-level (ESL) design language that can be used to model both hardware and software at different stages of system design. There has been a lot of research on behavior synthesis of hardware from SystemC, but relatively little work on synthesizing embedded software for SystemC designs. In this letter, we present an approach to automatic software synthesis from SystemC-based on coroutines instead of the traditional approaches based on real-time operating system (RTOS) threads. Performance evaluation results on some realistic applications show that our approach results in impressive reduction of runtime overheads compared to the thread-based approaches.","1943-0663","","","10.1109/LES.2011.2112634","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5710575","Performance;SystemC;software synthesis","Context;Instruction sets;Kernel;Prototypes;Switches;Synchronization","C++ language;embedded systems;operating systems (computers)","SystemC models;coroutine-based synthesis;electronic system-level design language;embedded software synthesis;real-time operating system threads","","","","0","","8","","2011-02-10","20110322","","IEEE","","IEEE Journals & Magazines"
"Mapping Transaction Level Faults to Stuck-At Faults in Communication Hardware","Javaheri, F.; Namaki-Shoushtari, M.; Kamranfar, P.; Navabi, Z.","Electr. & Comput. Eng. Dept., Univ. of Tehran, Tehran, Iran","Test Symposium (ATS), 2011 20th Asian","20-23 Nov. 2011","2011","","","114","119","Advances in semiconductor technology, the increasing complexity of digital systems and demand for faster time to market, have raised the level of design from transistor to Electronic System Level (ESL). However, digital system testing remains at lower levels of abstraction. To cover the gap between system-level design and test, this paper presents a method of testing communication links at the ESL. For this purpose, system-level communication links are formally represented by Timed Automata (TA) to perform the fault simulation process automatically. This is facilitated by a set of high-level fault models that includes faults for data and control parts of a communication link. We show how the proposed high-level fault models map into faults at the gate level in communication hardware. The proposed test strategy not only applies communication links, but also can be used for testing processing elements using an appropriate fault model.","1081-7735","978-1-4577-1984-4","","10.1109/ATS.2011.94","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6114523","TLM;formal model;high-level fault model;mutated model;synthesis;test","Automata;Data models;Hardware;Payloads;Protocols;System recovery;Testing","automata theory;circuit complexity;fault simulation;integrated circuit design;logic testing;time to market","ESL;automatic fault simulation process;communication hardware;communication link testing;digital system complexity;digital system testing;electronic system level;high-level fault models;semiconductor technology;stuck-at faults;system-level communication links;system-level design;system-level testing;time to market;timed automata;transaction level fault mapping","","","","0","","12","","","20111229","","IEEE","","IEEE Conference Publications"
"ASIP-based Design and Implementation of RSA for Embedded Systems","Zhongbo Wang; Zhiping Jia; Lei Ju; Renhai Chen","Shandong Provincial Key Lab. of Software Eng., Shandong Univ., Jinan, China","High Performance Computing and Communication & 2012 IEEE 9th International Conference on Embedded Software and Systems (HPCC-ICESS), 2012 IEEE 14th International Conference on","25-27 June 2012","2012","","","1375","1382","The RSA public-key cryptosystem is widely used to provide security protocols and services in the network communication. However, design and implementation of the RSA cryptosystem to meet the real-time requirements of embedded applications are challenging issues, due to the computation intensive characteristics of the RSA arithmetic operations and the limited resources in the embedded systems. Various implementation and optimization methods have been proposed for RSA algorithm. However, software execution of RSA on general-purpose processors usually suffers from slow execution speed; while application-specific integrated circuit (ASIC) based approaches are lack of flexibility. In this work, we present a systematic design approach of application-specific instruction-set processor(ASIP) for the RSA cryptographic algorithm. We identify and optimize the custom instructions in the RSA algorithm, and extend the instruction set architecture (ISA) of a standard 32-bit RISC processor to accommodate them. We employ the Electronic System Level (ESL) methodology in the development of the proposed ASIP in the Xilinx Virtex5 LX110T FPGA platform. Compared to the original RISC ISA, our extended ASIP achieves approximate 2.69 times performance improvement with only 25.6% more resource required.","","978-1-4673-2164-8","","10.1109/HPCC.2012.202","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6332338","ASIP;ESL;FPGA;RSA","Algorithm design and analysis;Encryption;Pipelines;Program processors;Software algorithms","cryptographic protocols;embedded systems;field programmable gate arrays;instruction sets;public key cryptography;reduced instruction set computing","ASIP;ESL methodology;ISA;RSA arithmetic operations;RSA cryptographic algorithm;RSA public key cryptosystem;Xilinx Virtex5 LX110T FPGA platform;application specific instruction set processor;computation intensive characteristics;custom instructions;electronic system level methodology;embedded systems;instruction set architecture;network communication;security protocol;software execution;standard 32-bit RISC processor","","","","0","","22","","","20121018","","IEEE","","IEEE Conference Publications"
"Graduate Education to Fight System Level Design Productivity Gap in SOC Design","Hammami, O.; Cheema, M.O.","ENSTA, Paris","Microelectronic Systems Education, 2007. MSE '07. IEEE International Conference on","3-4 June 2007","2007","","","45","46","Design productivity gap in system on chip (SOC) design is the most severe challenge for continuous growth of the semiconductor industry. Considerable pressure is put on EDA research to come up with appropriate electronic system level (ESL) design methodologies in order to meet stringent time to market (TTM) constraints in this very cost sensitive industry. Multiple abstraction levels and platform based design methodologies have been the primary answers to this challenge. In this paper we describe our experience of a project oriented SOC graduate level course which combines the learning of multiple abstraction levels and platform based design to fight fixed amount of course time and time constrained learning curves to educate future engineers.","","0-7695-2849-X","","10.1109/MSE.2007.46","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4231442","","Costs;Design methodology;Educational products;Electronic design automation and methodology;Electronics industry;Productivity;System-level design;System-on-a-chip;Time factors;Time to market","continuing education;electrical engineering education;high level synthesis;integrated circuit design;system-on-chip","EDA research;SOC design;electronic system level design methodology;fight system level design productivity gap;graduate education;graduate level course;multiple abstraction levels;semiconductor industry;system on chip design;time constrained learning curves;time to market constraints","","","","1","","1","","","20070611","","IEEE","","IEEE Conference Publications"
"Lessons and Experiences with High-Level Synthesis","Sarkar, S.; Dabral, S.; Tiwari, P.K.; Mitra, R.S.","Texas Instrum., Dallas, TX, USA","Design & Test of Computers, IEEE","July-Aug. 2009","2009","26","4","34","45","Electronic system level (ESL) design has attracted considerable attention in the past few years, and high level synthesis is a significant component of ESL design. Despite advances in HLS algorithms, the RTL remains the dominant specification and synthesis level. This article is a designer's perspective on the benefits and challenges of using commercially available HLS tools. They discuss their impact on four criteria: design goals, verification closure, eco handling, and productivity gains.","0740-7475","","","10.1109/MDT.2009.84","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5209961","ASIC;ESL design;design and test;high-level synthesis","Application specific integrated circuits;Delay;Design optimization;High level synthesis;Instruments;Power system modeling;Productivity;Prototypes;Silicon;Throughput","high level synthesis","ESL;HLS design goal;HLS eco handling;HLS productivity gains;HLS verification closure;electronic system level;high level synthesis","","","","4","","2","","","20090821","","IEEE","IEEE Council on Electronic Design and Automation","IEEE Journals & Magazines"
"Addressing the Challenges of Synchronization/Communication and Debugging Support in Hardware/Software Cosimulation","Agrawal, B.; Sherwood, T.; Chulho Shin; Yoon, S.","Univ. of California, Santa Barbara","VLSI Design, 2008. VLSID 2008. 21st International Conference on","4-8 Jan. 2008","2008","","","354","361","With increasing adoption of Electronic System Level (ESL) tools, effective design and validation time has reduced to a considerable extent. Cosimulation is found to be a principal component of ESL tools to simulate the hardware designs and software models concurrently. It helps in providing an integrated system-on-chip design platform to get rid of most of the design errors in the early stage. To nail down these design errors early, a better debugging support of RTL memory on the software side is extremely useful. We present a just-in-time shadow memory technique that can allow debugging of RTL memory from a software perspective. While cosimulation is fast compared to a complete hardware based simulation, the communication and synchronization overhead between the hardware and software simulators can be very significant. Since the two simulators have to communicate almost every cycle, a good communication platform is necessary to reduce this extra overhead. To evaluate this overhead, we implement and evaluate three communication primitives for a real system design with ARM926EJ-Sprocessor and RTL memory. We find that a message-queue based communication backplane can alleviate the communication overhead to a considerable extent compared to other alternatives.","1063-9667","0-7695-3083-4","","10.1109/VLSI.2008.74","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4450527","","Backplanes;Communication system software;Computer architecture;Computer science;Hardware design languages;Software debugging;Software design;Software tools;System-on-a-chip;Very large scale integration","circuit simulation;hardware-software codesign;logic CAD;microprocessor chips;program debugging;system-on-chip","ARM926EJ-Sprocessor;RTL memory;debugging support;electronic system level tools;hardware-software cosimulation;hardware-software simulator communication;integrated system-on-chip design;just-in-time shadow memory technique;message-queue based communication backplane;synchronization","","","","0","","15","","","20080212","","IEEE","","IEEE Conference Publications"
"SystemC-based HW/SW co-simulation platform for system-on-chip (SoC) design space exploration","Hau, Y. W.; Khalil-Hani, M.","VLSI-eCAD Res. Lab. (VeCAD), Univ. Teknol. Malaysia (UTM), Skudai","Electronic Design, 2008. ICED 2008. International Conference on","1-3 Dec. 2008","2008","","","1","6","The development of digital designs today is much more complex than before, as they now impose more severe demands and require greater number of functionalities to be conceived. The current approach, based on the register transfer level (RTL) design methods, can result in extremely long simulation time compounded with time-consuming verification process. Hence, today digital system design begins with modeling at a higher level of design abstraction, that is, the electronic system level (ESL). This paper presents a hardware-software (HW/SW) co-simulation environment based on SystemC for application in the design of system-on-chip (SoC). We discuss the SystemC modeling of the hardware and the software parts of the system, and the inter-process communication module of the co-simulation platform. Its objective is to help designers obtain an appropriate HW/SW partitioning that satisfy specified area-speed design tradeoffs. Besides, an early system verification can also carried out with high simulation speed. A case study of a SoC implementing elliptic curve cryptography (ECC) is presented to validate the cosimulation platform in terms of system functionality verification and design space exploration.","","978-1-4244-2315-6","978-1-4244-2315-6","10.1109/ICED.2008.4786734","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4786734","","Consumer electronics;Design methodology;Digital systems;Elliptic curve cryptography;Hardware;Laboratories;Prototypes;Space exploration;System-on-a-chip;Turing machines","hardware-software codesign;integrated circuit design;public key cryptography;system-on-chip","SoC;digital system design;electronic system level;elliptic curve cryptography;hardware-software cosimulation;register transfer level design methods;system-on-chip design space exploration","","","","1","","17","","","20090220","","IEEE","","IEEE Conference Publications"
"Efficient approximately-timed performance modeling for architectural exploration of MPSoCs","Streubu&#x0308;hr, M.; Gladigau, J.; Haubelt, C.; Teich, J.","Dept. of Comput. Sci., Univ. of Erlangen-Nuremberg, Erlangen, Germany","Specification & Design Languages, 2009. FDL 2009. Forum on","22-24 Sept. 2009","2009","","","1","6","In this paper, we propose an efficient modeling approach that permits simulation-based performance evaluation of MPSoCs at electronic system level (ESL). The approach is based on a SystemC simulation framework and allows for evaluating timing effects from resource contention when mapping applications to MPSoC platforms. The abstraction level used for modeling timing corresponds to approximately-timed transaction level models. This allows for an accurate performance modeling, including temporal effects from preemptive processor scheduling and bus arbitration. However, in contrast to standard SystemC TLM, application mapping and platform models are configurable and, thus, enable design space exploration at ESL. We use a motion-JPEG decoder application to illustrate and assess the benefits of the proposed approach.","1636-9874","","978-2-9530504-1-7","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5404057","","Application software;Computational modeling;Computer architecture;Computer science;Discrete event simulation;Feedback;Hardware;Software performance;Space exploration;Timing","multiprocessing systems;processor scheduling;system buses;system-on-chip;timing;video codecs","JPEG decoder application;MPSoC architectural exploration;SystemC simulation;abstraction level;approximately timed performance modeling;approximately timed transaction level model;bus arbitration;electronic system level;preemptive processor scheduling;timing effects","","","","0","","12","","","20100202","","IEEE","","IEEE Conference Publications"
"Optimizing the Simulation Speed of QEMU and SystemC-Based Virtual Platform","Tse-Chen Yeh; Zin-Yuan Lin; Ming-Chao Chiang","Dept. of Comput. Sci. & Eng., Nat. Sun Yat-sen Univ., Kaohsiung, Taiwan","Information Engineering and Computer Science (ICIECS), 2010 2nd International Conference on","25-26 Dec. 2010","2010","","","1","4","In this paper, we present a technique for optimizing the simulation speed of the QEMU and SystemC-based virtual platform.Most of the optimization methods for conventional instruction set simulator based virtual platforms focus on accelerating the simulator kernel. However, the bottleneck that affects the simulation speed of a virtual machine based virtual platform is not necessarily the simulator kernel. In order to better understand the bottleneck, we investigate the QEMU and SystemC-based virtual platform,by using it to boot up a full-fledged Linux with data movement via DMA controller model at the instruction-accurate and cycle-count-accurate levels. Based on the outcome, we propose a method to optimize its simulation speed. Compared to the original version, the optimized version can boost up the simulation speed of instruction-accurate simulator by a factor of 1.153 and the simulation speed of cycle-count-accurate simulator with different bus arbitration policies by a factor of 1.354 or 1.390,thus making the virtual platform even more suitable for electronic system level (ESL) design flow.","2156-7379","978-1-4244-7939-9","978-1-4244-7941-2","10.1109/ICIECS.2010.5678362","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5678362","","Analytical models;Computational modeling;Delay;Hardware;Integrated circuit modeling;Kernel;System-on-a-chip","Linux;digital simulation;logic design;system-on-chip;virtual machines","DMA controller model;DMA cycle-count-accurate level;DMA instruction-accurate level;Linux;QEMU-based virtual platform;SystemC-based virtual platform;bus arbitration policy;cycle-count-accurate simulator;electronic system level design flow;optimization methods;simulation speed;virtual machine","","","","0","","16","","","20101230","","IEEE","","IEEE Conference Publications"
"Architecture Exploration for Low Power Design","Kathail, V.; Miller, T.","Synfora Inc., Mountain View","VLSI Design, 2008. VLSID 2008. 21st International Conference on","4-8 Jan. 2008","2008","","","11","11","This tutorial will describe in detail and demonstrate an ESL design flow for architectural exploration to determine low power designs. Increasingly SoC design is driven by integrated mobile devices such as cell phones, music players and hand-held game consoles. These devices rely on standard algorithms such as H.264, 802.1 In, or JPEG2000, which allow room for innovative implementations that can result in differentiated products. An ESL design-flow that integrates application engine synthesis with an industry-leading RTL power estimation technology, such as Sequence Power Theater, enables a designer to explore multiple algorithms and architectures with different power profiles to determine the optimal algorithm-architecture combination in a very short period of time.","1063-9667","0-7695-3083-4","","10.1109/VLSI.2008.132","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4450469","","Algorithm design and analysis;Computer architecture;Computer science;Energy consumption;Engines;Pipelines;Power engineering and energy;Product design;Project management;Time to market","integrated circuit design;logic design;low-power electronics;system-on-chip","ESL design flow;Sequence Power Theater;SoC design;application engine synthesis;architectural exploration;electronic system level design;industry-leading RTL power estimation technology;low power design","","","","0","","","","","20080212","","IEEE","","IEEE Conference Publications"
"VLSI designer's interface","Bouldin, D.W.","","Circuits and Devices Magazine, IEEE","March-April 2005","2005","21","2","3","","This paper discusses SystemC-based solutions for electronic system level (ESL) design to implementation. SystemC provides an interoperable modelling platform that enables the development and exchange of very fast system-level C++ models. It also provides a stable platform for the development of system-level tools.","8755-3996","","","10.1109/MCD.2005.1414308","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1414308","","Libraries;Open source software;Process design;Productivity;Protocols;Signal design;Signal synthesis;System-level design;System-on-a-chip;Very large scale integration","C++ language;VLSI;electronic design automation","SystemC-based solutions;VLSI;designer interface;electronic system level design;interoperable modelling platform;system-level models;system-level tools","","","","0","","","","","20050411","","IEEE","IEEE Circuits and Systems Society;IEEE Electron Devices Society;IEEE Lasers and Electro-Optics Society","IEEE Journals & Magazines"
"Hardware Implementation of ADABOOST ALGORITHM and Verification","Yuehua Shi; Feng Zhao; Zhong Zhang","Shanghai Jiao Tong Univ., Shanghai","Advanced Information Networking and Applications - Workshops, 2008. AINAW 2008. 22nd International Conference on","25-28 March 2008","2008","","","343","346","Adaboost algorithm is difficult to implement on embedded platform for real-time face detection by software due to its high computation load and data throughput. This article presents a cell array architecture using parallel technology. Detection procedure can be greatly speeded up with its multi- pipeline. Besides it makes use of the continuity of image data to decrease the accesses to RAM. This article uses Electronic System Level (ESL) tools to develop and simulate a cycle-accurate model of the cell array architecture. The result shows that cell array architecture with 200 MHz clock can process 12 million HAAR features per second and detect faces on a 176*144 image at the frame rate of 103 frames per second, which is 14 times speedup compared with software implementation.","","978-0-7695-3096-3","","10.1109/WAINA.2008.92","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4482937","Adaboost;array architecture;face detection","Application software;Computer architecture;Computer networks;Embedded computing;Embedded software;Face detection;Hardware;Microelectronics;Software algorithms;Throughput","embedded systems;face recognition;parallel architectures","Adaboost algorithm;cell array architecture;electronic system level;embedded platform;hardware implementation;parallel technology;real-time face detection","","","","1","1","","","","20080403","","IEEE","","IEEE Conference Publications"
